2026/08/24 20:43:10.980, 65, 57.01, 150.00, 93, 71, 8958, 1379, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:12.004, 66, 143.30, 150.00, 93, 75, 8958, 1392, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:13.026, 66, 134.71, 150.00, 93, 71, 8958, 1328, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:14.055, 67, 140.29, 150.00, 92, 71, 8958, 1341, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:15.081, 67, 141.09, 150.00, 92, 72, 5415, 1354, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:16.095, 67, 140.37, 150.00, 92, 73, 5415, 1379, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:17.112, 68, 141.34, 150.00, 93, 73, 5415, 1366, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:18.136, 68, 138.93, 150.00, 93, 70, 5415, 1354, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:19.171, 68, 148.05, 150.00, 92, 70, 5415, 1366, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:20.183, 68, 100.36, 150.00, 73, 60, 5415, 1493, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:21.190, 69, 142.17, 150.00, 93, 74, 5415, 1354, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:22.213, 69, 141.20, 150.00, 93, 72, 5415, 1341, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:23.218, 69, 143.77, 150.00, 92, 73, 5415, 1354, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:24.228, 70, 142.00, 150.00, 92, 70, 5415, 1328, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:25.244, 70, 144.80, 150.00, 93, 70, 5415, 1341, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:26.265, 70, 145.43, 150.00, 93, 71, 5415, 1366, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:27.285, 70, 148.06, 150.00, 93, 68, 5415, 1328, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:28.299, 71, 133.32, 150.00, 92, 70, 5415, 1366, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:29.309, 70, 57.58, 150.00, 32, 24, 5415, 1341, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:30.327, 71, 136.12, 150.00, 93, 72, 5415, 1316, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:31.353, 71, 136.71, 150.00, 93, 72, 5415, 1341, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:32.358, 72, 138.63, 150.00, 92, 71, 5415, 1341, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:33.366, 72, 140.55, 150.00, 93, 71, 5415, 1341, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:34.384, 72, 142.86, 150.00, 92, 70, 5415, 1328, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:35.406, 73, 141.07, 150.00, 94, 72, 5415, 1341, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:36.436, 73, 140.38, 150.00, 93, 70, 5415, 1341, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:37.471, 73, 144.99, 150.00, 93, 69, 5415, 1316, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:38.483, 73, 57.68, 150.00, 94, 70, 5415, 1341, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:39.501, 73, 137.61, 150.00, 93, 72, 5415, 1328, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:40.505, 74, 138.87, 150.00, 93, 71, 5415, 1303, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:41.533, 74, 137.71, 150.00, 92, 71, 5415, 1328, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:42.544, 74, 144.67, 150.00, 92, 72, 5415, 1303, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:43.564, 75, 140.59, 150.00, 93, 70, 5415, 1341, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:44.590, 75, 147.46, 150.00, 93, 70, 5415, 1341, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:45.593, 75, 147.52, 150.00, 93, 70, 5415, 1341, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:46.603, 75, 140.27, 150.00, 93, 71, 5415, 1341, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:47.610, 75, 62.64, 150.00, 74, 61, 5415, 1468, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:48.631, 76, 150.00, 150.00, 93, 74, 5415, 1354, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:49.662, 76, 135.46, 150.00, 92, 70, 5415, 1303, 3615, 3, 16, 0x0000000000000000
2026/08/24 20:43:50.672, 76, 143.87, 150.00, 93, 71, 5415, 1303, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:51.685, 77, 140.61, 150.00, 93, 72, 5415, 1341, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:52.708, 77, 143.97, 150.00, 93, 70, 5415, 1303, 3615, 3, 16, 0x0000000000000004
2026/08/24 20:43:53.734, 77, 146.03, 150.00, 93, 70, 5415, 1328, 3615, 3, 16, 0x0000000000000004
2
